2020-11-16 23:41:33,722	INFO	Hour 42 converted
2020-11-16 23:41:35,308	DEBUG	0
2020-11-16 23:41:36,909	DEBUG	0
2020-11-16 23:41:38,517	DEBUG	0
2020-11-16 23:41:38,518	INFO	Hour 43 converted
2020-11-16 23:41:40,115	DEBUG	0
2020-11-16 23:41:41,694	DEBUG	0
2020-11-16 23:41:43,258	DEBUG	0
2020-11-16 23:41:43,258	INFO	Hour 44 converted
2020-11-16 23:41:44,856	DEBUG	0
2020-11-16 23:41:46,431	DEBUG	0
2020-11-16 23:41:48,045	DEBUG	0
2020-11-16 23:41:48,045	INFO	Hour 45 converted
2020-11-16 23:41:49,633	DEBUG	0
2020-11-16 23:41:51,217	DEBUG	0
2020-11-16 23:41:52,787	DEBUG	0
2020-11-16 23:41:52,788	INFO	Hour 46 converted
2020-11-16 23:41:54,364	DEBUG	0
2020-11-16 23:41:55,927	DEBUG	0
2020-11-16 23:41:57,502	DEBUG	0
2020-11-16 23:41:57,503	INFO	Hour 47 converted
2020-11-16 23:41:59,094	DEBUG	0
2020-11-16 23:42:00,642	DEBUG	0
2020-11-16 23:42:02,233	DEBUG	0
2020-11-16 23:42:02,233	INFO	Hour 48 converted
2020-11-16 23:42:02,283	DEBUG	0
2020-11-16 23:42:02,283	INFO	******************** ESCO NORMALMENTE********************
